"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
food_ref_2c_w4,followup_4_weeks,,radio,[food_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[food_ref_2] != """"",,,,connection_status_w4,,
food_ref_3c_w4,followup_4_weeks,,radio,[food_ref_3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[food_ref_3] != """"",,,,connection_status_w4,,
clothing_ref_c_w4,followup_4_weeks,,radio,[clothing_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[clothing_ref] != """"",,,,connection_status_w4,,
clothing_ref_2c_w4,followup_4_weeks,,radio,[clothing_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[clothing_ref_2] != """"",,,,connection_status_w4,,
transport_ref_c_w4,followup_4_weeks,,radio,[transport_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[transport_ref] != """"",,,,connection_status_w4,,
transport_ref_2c_w4,followup_4_weeks,,radio,[transport_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[transport_ref_2] != """"",,,,connection_status_w4,,
housing_ref_c_w4,followup_4_weeks,,radio,[housing_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[housing_ref] != """"",,,,connection_status_w4,,
housing_ref_2c_w4,followup_4_weeks,,radio,[housing_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[housing_ref_2] != """"",,,,connection_status_w4,,
housing_ref_3c_w4,followup_4_weeks,,radio,[housing_ref_3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[housing_ref_3] != """"",,,,connection_status_w4,,
edu_ref_c_w4,followup_4_weeks,,radio,[edu_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[edu_ref] != """"",,,,connection_status_w4,,
youth_ref_c_w4,followup_4_weeks,,radio,[youth_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[youth_ref] != """"",,,,connection_status_w4,,
fin_ref_c_w4,followup_4_weeks,,radio,[fin_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[fin_ref] != """"",,,,connection_status_w4,,
fin_ref_2c_w4,followup_4_weeks,,radio,[fin_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[fin_ref_2] != """"",,,,connection_status_w4,,
medical_ref_c_w4,followup_4_weeks,,radio,[medical_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[medical_ref] != """"",,,,connection_status_w4,,
medical_ref_2c_w4,followup_4_weeks,,radio,[medical_ref_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[medical_ref_2] != """"",,,,connection_status_w4,,
medical_ref_3c_w4,followup_4_weeks,,radio,[medical_ref_3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[medical_ref_3] != """"",,,,connection_status_w4,,
social_ref_c_w4,followup_4_weeks,,radio,[social_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[social_ref] != """"",,,,connection_status_w4,,
criminal_ref_c_w4,followup_4_weeks,,radio,[criminal_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[criminal_ref] != """"",,,,connection_status_w4,,
violence_ref_c_w4,followup_4_weeks,,radio,[violence_ref],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[violence_ref] != """"",,,,connection_status_w4,,
utilities_c_w4,followup_4_weeks,,radio,[utilities],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[utilities] != """"",,,,connection_status_w4,,
utilities_2c_w4,followup_4_weeks,,radio,[utilities_2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[utilities_2] != """"",,,,connection_status_w4,,
other_ref1_c_w4,followup_4_weeks,,radio,[other_ref1],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[other_ref1] != """"",,,,connection_status_w4,,
other_ref2_c_w4,followup_4_weeks,,radio,[other_ref2],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[other_ref2] != """"",,,,connection_status_w4,,
other_ref3_c_w4,followup_4_weeks,,radio,[other_ref3],"1, Did not attempt to make contact | 2, Attempted but did not make contact | 3, Contacted but not qualified for services | 4, In process of obtaining services, but services not started yet | 8, Services started",,,,,,"[other_ref3] != """"",,,,connection_status_w4,,
food_ref_cc_w4,followup_4_weeks,"Reasons for Not Connecting",checkbox,[food_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[food_ref_c_w4] != '4' and [food_ref_c_w4] != '8' and [food_ref_c_w4] != ''",,,,connection_challenge_w4,,
food_ref_2cc_w4,followup_4_weeks,,checkbox,[food_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[food_ref_2c_w4] != '4' and [food_ref_2c_w4] != '8' and [food_ref_2c_w4] != ''",,,,connection_challenge_w4,,
food_ref_3cc_w4,followup_4_weeks,,checkbox,[food_ref_3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[food_ref_3c_w4] != '4' and [food_ref_3c_w4] != '8' and [food_ref_3c_w4] != ''",,,,connection_challenge_w4,,
clothing_ref_cc_w4,followup_4_weeks,,checkbox,[clothing_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[clothing_ref_c_w4] !='4' and [clothing_ref_c_w4] != '8' and [clothing_ref_c_w4] != ''",,,,connection_challenge_w4,,
clothing_ref_2cc_w4,followup_4_weeks,,checkbox,[clothing_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[clothing_ref_2c_w4] !='4' and [clothing_ref_2c_w4] != '8' and [clothing_ref_2c_w4] != ''",,,,connection_challenge_w4,,
transport_ref_cc_w4,followup_4_weeks,,checkbox,[transport_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[transport_ref_c_w4] != '4' and [transport_ref_c_w4] != '8' and [transport_ref_c_w4] != ''",,,,connection_challenge_w4,,
transport_ref_2cc_w4,followup_4_weeks,,checkbox,[transport_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[transport_ref_2c_w4] != '4' and [transport_ref_2c_w4] != '8' and [transport_ref_2c_w4] != ''",,,,connection_challenge_w4,,
housing_ref_cc_w4,followup_4_weeks,,checkbox,[housing_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[housing_ref_c_w4] =! '4' and [housing_ref_c_w4] != '8' and [housing_ref_c_w4] != ''",,,,connection_challenge_w4,,
housing_ref_2cc_w4,followup_4_weeks,,checkbox,[housing_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[housing_ref_2c_w4] != '4' and [housing_ref_2c_w4] != '8' and [housing_ref_2c_w4] != ''",,,,connection_challenge_w4,,
housing_ref_3cc_w4,followup_4_weeks,,checkbox,[housing_ref_3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[housing_ref_3c_w4] != '4' and [housing_ref_3c_w4] != '8' and [housing_ref_3c_w4] != ''",,,,connection_challenge_w4,,
edu_ref_cc_w4,followup_4_weeks,,checkbox,[edu_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[edu_ref_c_w4] != '4' and [edu_ref_c_w4] != '8' and [edu_ref_c_w4] != ''",,,,connection_challenge_w4,,
youth_ref_cc_w4,followup_4_weeks,,checkbox,[youth_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[youth_ref_c_w4] != '4' and [youth_ref_c_w4] != '8' and [youth_ref_c_w4] != ''",,,,connection_challenge_w4,,
fin_ref_cc_w4,followup_4_weeks,,checkbox,[fin_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[fin_ref_c_w4] != '4' and [fin_ref_c_w4] != '8' and [fin_ref_c_w4] != ''",,,,connection_challenge_w4,,
fin_ref_2cc_w4,followup_4_weeks,,checkbox,[fin_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[fin_ref_2c_w4] != '4' and [fin_ref_2c_w4] != '8' and [fin_ref_2c_w4] != ''",,,,connection_challenge_w4,,
medical_ref_cc_w4,followup_4_weeks,,checkbox,[medical_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[medical_ref_c_w4] != '4' and [medical_ref_c_w4] != '8' and [medical_ref_c_w4] != ''",,,,connection_challenge_w4,,
medical_ref_2cc_w4,followup_4_weeks,,checkbox,[medical_ref_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[medical_ref_2c_w4] != '4' and [medical_ref_2c_w4] != '8' and [medical_ref_2c_w4] != ''",,,,connection_challenge_w4,,
medical_ref_3cc_w4,followup_4_weeks,,checkbox,[medical_ref_3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[medical_ref_3c_w4] != '4' and [medical_ref_3c_w4] != '8' and [medical_ref_3c_w4] != ''",,,,connection_challenge_w4,,
social_ref_cc_w4,followup_4_weeks,,checkbox,[social_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[social_ref_c_w4] != '4' and [social_ref_c_w4] != '8' and [social_ref_c_w4] != ''",,,,connection_challenge_w4,,
criminal_ref_cc_w4,followup_4_weeks,,checkbox,[criminal_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[criminal_ref_c_w4] != '4' and [criminal_ref_c_w4] != '8' and [criminal_ref_c_w4] != ''",,,,connection_challenge_w4,,
violence_ref_cc_w4,followup_4_weeks,,checkbox,[violence_ref],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[violence_ref_c_w4] != '4' and [violence_ref_c_w4] != '8' and [violence_ref_c_w4] != ''",,,,connection_challenge_w4,,
utilities_cc_w4,followup_4_weeks,,checkbox,[utilities],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[utilities_c_w4] != '4' and [utilities_c_w4] != '8' and [utilities_c_w4] != ''",,,,connection_challenge_w4,,
utilities_2cc_w4,followup_4_weeks,,checkbox,[utilities_2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[utilities_2c_w4] != '4' and [utilities_2c_w4] != '8' and [utilities_2c_w4] != ''",,,,connection_challenge_w4,,
other_ref1_cc_w4,followup_4_weeks,,checkbox,[other_ref1],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[other_ref1_c_w4] != '4' and [other_ref1_c_w4] != '8' and [other_ref1_c_w4] != ''",,,,connection_challenge_w4,,
other_ref2_cc_w4,followup_4_weeks,,checkbox,[other_ref2],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[other_ref2_c_w4] != '4' and [other_ref2_c_w4] != '8' and [other_ref2_c_w4] != ''",,,,connection_challenge_w4,,
other_ref3_cc_w4,followup_4_weeks,,checkbox,[other_ref3],"6, Work schedule | 3, Family obligations | 1, Other personal commitments limiting time | 2, Lack of transportation | 4, No one picked up | 5, Forgot contact information of resource | 7, Resource is no longer available | 8, Other",,,,,,"[other_ref3_c_w4] != '4' and [other_ref3_c_w4] != '8' and [other_ref3_c_w4] != ''",,,,connection_challenge_w4,,
food_ref_e_w4,followup_4_weeks,"Ease of Use",radio,[food_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_c_w4] = '4' or [food_ref_c_w4] = '8'",,,,ease_of_use_w4,,
food_ref_2e_w4,followup_4_weeks,,radio,[food_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_2c_w4] = '4' or [food_ref_2c_w4] = '8'",,,,ease_of_use_w4,,
food_ref_3e_w4,followup_4_weeks,,radio,[food_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_3c_w4] = '4' or [food_ref_3c_w4] = '8'",,,,ease_of_use_w4,,
